StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,C1,D1,D2,D2_7_TEXT,D3,D3_8_TEXT,D4,D4_13_TEXT,D5_1,D6,D7,D8,SDO_1,SDO_2,SDO_3,SDO_4,SDO_5,SDO_6,SDO_7,SDO_8,SDO_9,SDO_10,SDO_11,SDO_12,SDO_13,SDO_14,SDO_15,SDO_16,SDO_17,Q37,Q36,Q35,Q38,Q26_1,Q32,Q33,Q34,Q29_1,Q39,WPS_1,WPS_2,WPS_3,WPS_4,WPS_5,WPS_6,WG_1,WG_2,WG_3,WG_4,WG_5,WG_6,MRS_1,MRS_2,MRS_3,MRS_4,MRS_5,MRS_6,MRS_7,RGP_1,RGP_2,RGP_3,RGP_4,RGP_5,RGP_6,RGP_7,RGP_8,RGP_9,Q40,CSER_1,CSER_2,CSER_3,CSER_4,CSER_5,CSER_6,CSER_7,CSER_8,CSER_9,CSER_10,CSER_11,CSER_12,CSER_13,CSER_14,CSER_15,CSER_16,CSER_17,SC0,FL_29_DO,SocialDominanceOrientation_DO,WhitePrivilegeScale_DO,WhiteGuiltScale_DO,ModernRacismScale_DO
2022-10-06 17:15:31,2022-10-06 17:21:46,IP Address,132.235.217.69,100,374,True,2022-10-06 17:21:46,R_2ZKt4Lh2zHIdSGg,,,,,39.3184,-82.1012,anonymous,EN,Yes,19,Female,,White,,Other Christian,,Neutral,"$150,000 or more",Master's Degree,Bachelor's Degree,Strongly Oppose,Somewhat Oppose,Somewhat Oppose,Somewhat Oppose,Somewhat Favor,Somewhat Favor,Somewhat Favor,Somewhat Favor,Strongly Oppose,Somewhat Favor,Somewhat Oppose,Somewhat Oppose,Somewhat Favor,Somewhat Favor,Somewhat Favor,Somewhat Favor,Slightly Favor,LGBTQ,Black Americans,Foreigners,A,5,,,,,,Slightly Agree,Slightly Agree,Slightly Agree,Moderately Disagree,Neutral,Strongly Agree,Slightly Agree,Slightly Agree,Moderately Disagree,Slightly Agree,Slightly Agree,Moderately Disagree,Strongly Disagree,Neutral,Moderately Disagree,Moderately Disagree,Moderately Disagree,Moderately Disagree,Neutral,100,100,100,93,100,100,100,100,100,C,Neutral,Neutral,Neutral,Neutral,Slightly Agree,Moderately Disagree,Moderately Agree,Moderately Disagree,Moderately Agree,Moderately Disagree,Neutral,Slightly Disagree,Slightly Agree,Moderately Disagree,Moderately Agree,Moderately Disagree,Slightly Disagree,239,HighSESManipulation,SDO,WPS,WG,MRS
2022-10-06 19:07:46,2022-10-06 19:14:49,IP Address,64.247.97.184,100,422,True,2022-10-06 19:14:49,R_1r2Jn0LxtaBxorX,,,,,39.3184,-82.1012,anonymous,EN,Yes,18,Male,,White,,Other Christian,,Strong Conservative,"Less than $10,000",High School Diploma,Associate's Degree,Strongly Favor,Slightly Favor,Slightly Favor,Somewhat Oppose,Somewhat Favor,Somewhat Favor,Strongly Oppose,Strongly Favor,Strongly Oppose,Strongly Favor,Strongly Oppose,Strongly Oppose,Strongly Favor,Strongly Favor,Strongly Favor,Strongly Favor,Slightly Favor,,,,,,"politicians, ","large business owners, ","government officials ",2,A,Strongly Disagree,Slightly Disagree,Neutral,Slightly Agree,Neutral,Strongly Agree,Moderately Disagree,Slightly Agree,Neutral,Neutral,Neutral,Moderately Disagree,Slightly Disagree,Slightly Agree,Neutral,Neutral,Neutral,Neutral,Neutral,100,100,100,100,100,100,100,100,100,C,Moderately Agree,Slightly Disagree,Moderately Agree,Slightly Disagree,Slightly Disagree,Slightly Disagree,Neutral,Slightly Disagree,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Slightly Disagree,239,LowSESManipulation,SDO,WPS,WG,MRS
2022-10-06 20:02:41,2022-10-06 20:03:08,IP Address,174.101.105.116,100,27,True,2022-10-06 20:03:09,R_1NaFpXCLIQN2Iwi,,,,,39.338,-82.986,anonymous,EN,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
2022-10-06 20:01:34,2022-10-06 20:16:26,IP Address,64.247.85.20,100,891,True,2022-10-06 20:16:26,R_24imve6SgFIkXxQ,,,,,39.3184,-82.1012,anonymous,EN,Yes,19,Female,,Other (Please Specify),Asian/white,Spiritual,,Moderate Liberal,"$70,000 to $79,999",High School Diploma,High School Diploma,Neutral,Slightly Oppose,Neutral,Slightly Favor,Slightly Favor,Slightly Favor,Slightly Favor,Somewhat Favor,Somewhat Favor,Slightly Favor,Slightly Oppose,Strongly Favor,Somewhat Favor,Strongly Favor,Strongly Favor,Somewhat Favor,Slightly Favor,People who work at a minimum wage job,"Certain living arrangements ",Parents don't have a job or don't have a diploma/went to college,A,5,,,,,,Strongly Agree,Neutral,Strongly Agree,Strongly Disagree,Slightly Agree,Strongly Agree,Neutral,Slightly Agree,Strongly Disagree,Moderately Agree,Neutral,Moderately Disagree,Strongly Disagree,Slightly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Neutral,100,50,100,10,100,100,100,100,100,C,Neutral,Slightly Agree,Slightly Disagree,Strongly Agree,Slightly Agree,Strongly Disagree,Neutral,Strongly Agree,Strongly Agree,Neutral,Slightly Agree,Slightly Disagree,Neutral,Slightly Agree,Slightly Agree,Neutral,Slightly Disagree,262,HighSESManipulation,SDO,WPS,WG,MRS
2022-10-06 21:18:12,2022-10-06 21:34:21,IP Address,64.247.127.254,100,968,True,2022-10-06 21:34:21,R_3dNfhDVSQJHuENK,,,,,39.3184,-82.1012,anonymous,EN,Yes,18,Male,,White,,Atheist,,Neutral,"$80,000 to $89,999",Master's Degree,High School Diploma,Somewhat Oppose,Neutral,Neutral,Somewhat Oppose,Somewhat Oppose,Strongly Favor,Strongly Favor,Somewhat Favor,Somewhat Oppose,Strongly Oppose,Somewhat Oppose,Somewhat Favor,Strongly Favor,Strongly Favor,Strongly Favor,Strongly Favor,Slightly Favor,addicts,people who are chronic spenders,people with debilitating physical and mental states,A,4,,,,,,Moderately Agree,Slightly Agree,Slightly Agree,Slightly Disagree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree,Moderately Disagree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Neutral,100,100,100,100,100,100,100,100,100,C,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Disagree,Neutral,Strongly Disagree,Neutral,Strongly Agree,Neutral,Moderately Disagree,Neutral,Neutral,Neutral,Strongly Disagree,Neutral,Neutral,Slightly Disagree,222,HighSESManipulation,SDO,WPS,WG,MRS
2022-10-06 21:59:39,2022-10-06 22:11:51,IP Address,132.235.79.73,100,732,True,2022-10-06 22:11:52,R_ZrvAHhFNLiCTCtX,,,,,39.9625,-83.0061,anonymous,EN,Yes,18,Female,,White,,Other (Please Specify),"Non-Religous ",Moderate Liberal,"$10,000 to $19,999",Bachelor's Degree,Some College,Slightly Favor,Somewhat Oppose,Somewhat Oppose,Strongly Oppose,Strongly Favor,Strongly Favor,Neutral,Somewhat Favor,Strongly Oppose,Strongly Oppose,Strongly Oppose,Strongly Oppose,Strongly Favor,Strongly Favor,Strongly Favor,Strongly Favor,Slightly Favor,,,,,,"CEO's and business people ","Those with a PHD in some sort of healthcare position ","Graduates who pursued engineering  ",3,A,Moderately Agree,Moderately Agree,Moderately Agree,Strongly Disagree,Moderately Agree,Strongly Agree,Slightly Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Moderately Agree,Moderately Disagree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Neutral,100,100,100,100,100,100,100,100,100,C,Slightly Disagree,Neutral,Slightly Disagree,Neutral,Moderately Agree,Slightly Disagree,Slightly Agree,Neutral,Neutral,Neutral,Strongly Agree,Strongly Disagree,Slightly Agree,Neutral,Slightly Agree,Moderately Disagree,Slightly Disagree,237,LowSESManipulation,SDO,WPS,WG,MRS
2022-10-07 09:18:37,2022-10-07 09:34:00,IP Address,132.235.92.143,100,922,True,2022-10-07 09:34:01,R_2vkOr51yEBfwRlT,,,,,39.3184,-82.1012,anonymous,EN,Yes,18,Female,,White,,Judaism,,Moderate Liberal,"$50,000 to $59,999",Master's Degree,Master's Degree,Somewhat Oppose,Strongly Oppose,Strongly Oppose,Strongly Oppose,Strongly Favor,Somewhat Favor,Somewhat Favor,Strongly Favor,Strongly Oppose,Somewhat Oppose,Strongly Oppose,Strongly Oppose,Strongly Favor,Strongly Favor,Strongly Favor,Strongly Favor,Slightly Favor,,,,,,Bill Gates,President Joe Biden,Trump Family,6,A,Strongly Agree,Strongly Agree,Moderately Agree,Strongly Disagree,Moderately Agree,Strongly Agree,Moderately Agree,Moderately Agree,Moderately Disagree,Strongly Agree,Strongly Agree,Moderately Disagree,Moderately Disagree,Moderately Agree,Moderately Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Neutral,,50,75,75,100,100,64,74,73,C,Slightly Disagree,Moderately Disagree,Moderately Disagree,Moderately Disagree,Moderately Agree,Strongly Disagree,Neutral,Slightly Disagree,Neutral,Moderately Disagree,Neutral,Slightly Disagree,Slightly Agree,Slightly Disagree,Neutral,Moderately Disagree,Slightly Disagree,226,LowSESManipulation,SDO,WPS,WG,MRS
2022-10-07 10:47:15,2022-10-07 11:00:27,IP Address,64.247.98.131,100,791,True,2022-10-07 11:00:27,R_6JyWit509lFotvr,,,,,39.363,-82.1372,anonymous,EN,Yes,19,Female,,White,,Catholic,,Moderate Conservative,"$100,000 to $149,999",Bachelor's Degree,Bachelor's Degree,Slightly Favor,Neutral,Neutral,Neutral,Somewhat Favor,Slightly Oppose,Slightly Oppose,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Slightly Favor,1,2,3,A,2,,,,,,Neutral,Neutral,Neutral,Neutral,Neutral,Strongly Agree,Neutral,Neutral,Neutral,Neutral,Neutral,Moderately Disagree,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,100,100,100,100,100,100,100,100,100,C,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,242,HighSESManipulation,SDO,WPS,WG,MRS
2022-10-07 14:35:58,2022-10-07 14:45:03,IP Address,174.203.134.93,100,545,True,2022-10-07 14:45:04,R_2pPJlWl8BYlqclt,,,,,40.3177,-79.7223,anonymous,EN,Yes,,Male,,White,,Catholic,,Moderate Conservative,"$80,000 to $89,999",Master's Degree,Bachelor's Degree,Somewhat Favor,Slightly Favor,Neutral,Slightly Favor,Strongly Favor,Neutral,Somewhat Favor,Slightly Oppose,Slightly Oppose,Slightly Oppose,Somewhat Oppose,Slightly Oppose,Somewhat Favor,Strongly Favor,Slightly Favor,Neutral,Slightly Favor,,,,,,Elon Musk,Special forces,Jeff bezos,7,A,Moderately Agree,Slightly Agree,Slightly Disagree,Slightly Disagree,Slightly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Disagree,Moderately Disagree,Moderately Disagree,Slightly Disagree,Moderately Agree,Slightly Agree,Slightly Disagree,Neutral,Neutral,Neutral,100,100,21,100,100,91,100,100,100,C,Slightly Agree,Slightly Agree,Slightly Agree,Moderately Disagree,Moderately Agree,Strongly Disagree,Moderately Agree,Moderately Disagree,Moderately Agree,Neutral,Strongly Agree,Strongly Disagree,Moderately Agree,Strongly Disagree,Strongly Agree,Moderately Disagree,Slightly Disagree,248,LowSESManipulation,SDO,WPS,WG,MRS
2022-10-07 15:17:26,2022-10-07 15:25:19,IP Address,24.33.202.100,100,472,True,2022-10-07 15:25:19,R_dirtWmDZu8CeBB7,,,,,38.5263,-82.6679,anonymous,EN,Yes,21,Female,,White,,Protestant Christian,,Strong Conservative,"$40,000 to $49,999",High School Diploma,High School Diploma,Somewhat Oppose,Somewhat Oppose,Somewhat Oppose,Strongly Oppose,Slightly Favor,Strongly Favor,Strongly Favor,Somewhat Favor,Strongly Oppose,Strongly Oppose,Strongly Oppose,Somewhat Oppose,Strongly Favor,Somewhat Favor,Somewhat Favor,Somewhat Favor,Slightly Favor,drug addicts,homeless people,people living solely off the government,A,5,,,,,,Moderately Disagree,Moderately Disagree,Neutral,Moderately Agree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree,Moderately Disagree,Moderately Disagree,Slightly Agree,Slightly Agree,Moderately Disagree,Strongly Disagree,Strongly Disagree,Neutral,100,100,100,100,100,83,100,100,100,C,Strongly Agree,Moderately Disagree,Moderately Agree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Agree,Slightly Agree,Slightly Disagree,212,HighSESManipulation,SDO,WPS,WG,MRS
2022-10-07 18:10:18,2022-10-07 18:19:18,IP Address,108.194.160.241,100,539,True,2022-10-07 18:19:18,R_9t3u3xWZitRYPVn,,,,,39.5502,-119.7207,anonymous,EN,Yes,37,Male,,White,,Protestant Christian,,Moderate Conservative,"$100,000 to $149,999",Bachelor's Degree,Bachelor's Degree,Somewhat Oppose,Somewhat Oppose,Neutral,Strongly Oppose,Somewhat Favor,Somewhat Favor,Somewhat Favor,Somewhat Favor,Slightly Oppose,Slightly Oppose,Neutral,Somewhat Favor,Slightly Favor,Slightly Oppose,Slightly Oppose,Slightly Favor,Slightly Favor,,,,,,"CEOs of large conglomerates (food, pharma, media)","Hyper-wealthy ","Politicians in influential positions ",7,A,Neutral,Neutral,Neutral,Neutral,Neutral,Strongly Agree,Strongly Disagree,Strongly Disagree,Moderately Agree,Strongly Disagree,Strongly Disagree,Moderately Disagree,Slightly Disagree,Slightly Agree,Slightly Disagree,Strongly Disagree,Moderately Disagree,Moderately Disagree,Neutral,90,90,90,90,90,70,90,90,85,C,Moderately Agree,Moderately Disagree,Moderately Agree,Moderately Disagree,Neutral,Neutral,Moderately Disagree,Neutral,Neutral,Neutral,Neutral,Neutral,Slightly Disagree,Neutral,Neutral,Slightly Disagree,Slightly Disagree,223,LowSESManipulation,SDO,WPS,WG,MRS
2022-10-07 18:03:39,2022-10-07 18:22:45,IP Address,166.165.7.235,100,1145,True,2022-10-07 18:22:46,R_p0mNYADwRgQx1RL,,,,,37.9851,-84.1724,anonymous,EN,Yes,,Non-Binary,,White,,Spiritual,,Strong Liberal,"$60,000 to $69,999",Some College,High School Diploma,Neutral,Somewhat Oppose,Slightly Oppose,Strongly Oppose,Somewhat Favor,Strongly Favor,Somewhat Favor,Strongly Favor,Strongly Oppose,Strongly Oppose,Strongly Oppose,Somewhat Oppose,Strongly Favor,Strongly Favor,Somewhat Favor,Somewhat Favor,Slightly Favor,Fast food employees,Factory workers,Retail workers,A,2,,,,,,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Slightly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Moderately Disagree,Strongly Disagree,Strongly Agree,Strongly Disagree,Moderately Disagree,Strongly Disagree,Strongly Disagree,Neutral,90,40,69,25,50,100,25,65,65,C,Moderately Agree,Strongly Disagree,Strongly Agree,Strongly Disagree,Neutral,Strongly Agree,Moderately Agree,Neutral,Moderately Disagree,Strongly Disagree,Moderately Disagree,Moderately Agree,Neutral,Neutral,Strongly Disagree,Neutral,Slightly Disagree,241,HighSESManipulation,SDO,WPS,WG,MRS
2022-10-07 18:59:41,2022-10-07 19:06:37,IP Address,173.81.136.83,100,415,True,2022-10-07 19:06:37,R_2R8kFc5KyfVq4cp,,,,,38.3274,-81.669,anonymous,EN,Yes,18,Non-Binary,,White,,Agnostic,,Strong Liberal,"$80,000 to $89,999",Bachelor's Degree,Bachelor's Degree,Neutral,Somewhat Oppose,Somewhat Oppose,Strongly Oppose,Slightly Favor,Strongly Favor,Strongly Favor,Strongly Favor,Somewhat Oppose,Somewhat Oppose,Somewhat Oppose,Somewhat Oppose,Strongly Favor,Strongly Favor,Somewhat Favor,Strongly Favor,Slightly Favor,the homeless,unemployed people,criminals/those in prison,A,8,,,,,,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Moderately Agree,Strongly Agree,Slightly Agree,Strongly Agree,Strongly Disagree,Slightly Agree,Moderately Agree,Moderately Disagree,Strongly Disagree,Moderately Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Neutral,80,80,80,80,80,85,75,85,80,C,Moderately Agree,Moderately Disagree,Moderately Disagree,Moderately Disagree,Neutral,Neutral,Strongly Agree,Neutral,Slightly Agree,Strongly Disagree,Neutral,Neutral,Strongly Agree,Neutral,Neutral,Neutral,Slightly Disagree,250,HighSESManipulation,SDO,WPS,WG,MRS
2022-10-07 23:23:13,2022-10-07 23:30:06,IP Address,24.210.253.158,100,412,True,2022-10-07 23:30:06,R_pLdudvY7OAd7Fw5,,,,,41.1464,-81.5107,anonymous,EN,Yes,,Trans-Male,,"White,Black or African American",,Agnostic,,Slight Liberal,"$150,000 or more","Doctoral or Professional Degree (i.e., Ph.D., M.D., J.D.",Bachelor's Degree,Slightly Favor,Strongly Oppose,Strongly Oppose,Strongly Oppose,Strongly Favor,Strongly Favor,Strongly Favor,Neutral,Strongly Oppose,Strongly Oppose,Strongly Oppose,Somewhat Oppose,Strongly Favor,Strongly Favor,Strongly Favor,Strongly Favor,Slightly Favor,,,,,,The 1%,"High Level Politicians ","Gates, Zuckerberg, Jobs, etc.",5,A,Strongly Agree,Neutral,Strongly Agree,Strongly Disagree,Neutral,Strongly Agree,Slightly Disagree,Strongly Agree,Strongly Disagree,Slightly Disagree,Slightly Agree,Moderately Disagree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Neutral,70,11,50,14,100,81,81,70,70,C,Strongly Disagree,Slightly Disagree,Neutral,Strongly Agree,Slightly Agree,Strongly Disagree,Strongly Disagree,Slightly Agree,Strongly Agree,Neutral,Slightly Agree,Strongly Disagree,Slightly Disagree,Slightly Agree,Strongly Agree,Slightly Agree,Slightly Disagree,241,LowSESManipulation,SDO,WPS,WG,MRS
2022-10-08 05:02:14,2022-10-08 05:12:11,IP Address,174.100.229.19,100,596,True,2022-10-08 05:12:11,R_1CeA4EdAMecJ3B0,,,,,39.9046,-82.9703,anonymous,EN,Yes,29,Female,,White,,Atheist,,Extreme Liberal,"$50,000 to $59,999",High School Diploma,High School Diploma,Strongly Oppose,Strongly Oppose,Strongly Oppose,Strongly Oppose,Strongly Favor,Strongly Favor,Strongly Favor,Strongly Favor,Strongly Oppose,Strongly Oppose,Strongly Oppose,Strongly Oppose,Strongly Favor,Strongly Favor,Strongly Favor,Strongly Favor,Slightly Favor,,,,,,I think sis gendered white males will sadly always be on top,White families with high socio economic backgrounds,Families with higher education backgrounds from both parents,4,A,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Moderately Disagree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Neutral,100,22,100,30,100,100,100,100,100,C,Neutral,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,Neutral,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Disagree,Neutral,Strongly Disagree,Neutral,Slightly Disagree,217,LowSESManipulation,SDO,WPS,WG,MRS
2022-10-01 11:08:02,2022-10-01 11:08:39,IP Address,216.43.12.245,31,36,False,2022-10-08 11:08:46,R_2EtmZ5P67v8vYbc,,,,,,,anonymous,EN,Yes,,Female,,White,,Other Christian,,Strong Conservative,"Less than $10,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,,SDO,,,
2022-10-08 12:33:55,2022-10-08 12:47:04,IP Address,74.83.200.120,100,789,True,2022-10-08 12:47:05,R_1eF3EjZ6jfjxb6b,,,,,38.9418,-84.0877,anonymous,EN,Yes,51,Female,,White,,Protestant Christian,,Strong Conservative,"$100,000 to $149,999",High School Diploma,High School Diploma,Slightly Favor,Slightly Oppose,Neutral,Somewhat Oppose,Somewhat Favor,Strongly Favor,Strongly Favor,Strongly Favor,Somewhat Oppose,Strongly Oppose,Somewhat Oppose,Somewhat Oppose,Strongly Favor,Strongly Favor,Strongly Favor,Strongly Favor,Slightly Favor,homeless,uneducated,lazy,A,9,,,,,,Strongly Disagree,Strongly Disagree,Moderately Agree,Moderately Disagree,Moderately Agree,Strongly Agree,Slightly Disagree,Neutral,Slightly Agree,Moderately Disagree,Neutral,Moderately Disagree,Moderately Disagree,Moderately Agree,Moderately Agree,Moderately Disagree,Neutral,Neutral,Neutral,82,80,75,85,81,30,65,27,22,C,Slightly Agree,Slightly Disagree,Strongly Agree,Neutral,Strongly Agree,Strongly Disagree,Moderately Agree,Strongly Disagree,Strongly Agree,Slightly Disagree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Disagree,Slightly Disagree,252,HighSESManipulation,SDO,WPS,WG,MRS
2022-10-08 17:09:07,2022-10-08 17:24:15,IP Address,162.155.231.170,100,907,True,2022-10-08 17:24:15,R_b9PsdWmF2z0ZVRf,,,,,38.7947,-82.9286,anonymous,EN,Yes,22,Male,,White,,Prefer Not To Answer,,Slight Liberal,"$20,000 to $29,999",Master's Degree,Bachelor's Degree,Strongly Oppose,Slightly Oppose,Neutral,Somewhat Oppose,Neutral,Slightly Favor,Strongly Favor,Somewhat Favor,Somewhat Favor,Somewhat Favor,Somewhat Favor,Somewhat Favor,Strongly Favor,Slightly Favor,Strongly Favor,Slightly Favor,Slightly Favor,,,,,,US Government,Elon Musk,Jeff Bezos,5,A,Slightly Disagree,Slightly Disagree,Moderately Disagree,Slightly Agree,Moderately Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree,Moderately Agree,Strongly Disagree,Strongly Disagree,Moderately Disagree,Slightly Disagree,Slightly Agree,Neutral,Strongly Disagree,Strongly Disagree,Strongly Disagree,Neutral,100,100,100,100,100,100,100,100,100,C,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Disagree,Neutral,Strongly Disagree,Neutral,Neutral,Neutral,Strongly Disagree,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Slightly Disagree,227,LowSESManipulation,SDO,WPS,WG,MRS
2022-10-08 18:07:27,2022-10-08 18:17:28,IP Address,74.136.183.195,100,601,True,2022-10-08 18:17:29,R_2D5YYDGtS7v5o9A,,,,,39.632,-84.2634,anonymous,EN,Yes,18,Female,,White,,Agnostic,,Neutral,"$90,000 to $99,999",Associate's Degree,Less Than High School,Somewhat Oppose,Somewhat Oppose,Slightly Oppose,Strongly Oppose,Somewhat Favor,Somewhat Favor,Slightly Favor,Neutral,Strongly Oppose,Strongly Oppose,Strongly Oppose,Strongly Oppose,Strongly Favor,Strongly Favor,Strongly Favor,Slightly Favor,Slightly Favor,unemployed,"certain racial groups some take as a threat ",homless,A,6,,,,,,Slightly Agree,Slightly Agree,Slightly Agree,Moderately Disagree,Moderately Disagree,Strongly Disagree,Slightly Disagree,Slightly Agree,Strongly Disagree,Slightly Agree,Neutral,Moderately Disagree,Moderately Disagree,Neutral,Moderately Disagree,Moderately Disagree,Strongly Disagree,Strongly Disagree,Neutral,87,79,55,70,75,81,82,90,39,C,Moderately Agree,Moderately Disagree,Moderately Disagree,Moderately Disagree,Strongly Agree,Strongly Disagree,Moderately Agree,Moderately Disagree,Moderately Agree,Moderately Disagree,Neutral,Neutral,Moderately Agree,Moderately Disagree,Moderately Agree,Neutral,Slightly Agree,215,HighSESManipulation,SDO,WPS,WG,MRS
2022-10-01 18:47:10,2022-10-01 18:47:24,IP Address,24.159.36.129,6,13,False,2022-10-08 18:47:32,R_XiSJ3Afu2hZkfQt,,,,,,,anonymous,EN,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,
2022-10-01 19:06:46,2022-10-01 19:06:57,IP Address,107.127.7.70,6,11,False,2022-10-08 19:07:01,R_3QPCb7mXlBIbEG4,,,,,,,anonymous,EN,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,
2022-10-08 18:42:20,2022-10-08 19:13:57,IP Address,132.235.228.124,100,1896,True,2022-10-08 19:13:57,R_3oNRH7i8rqjqzh0,,,,,39.3184,-82.1012,anonymous,EN,Yes,18,Female,,White,,Catholic,,Slight Conservative,"$90,000 to $99,999","Doctoral or Professional Degree (i.e., Ph.D., M.D., J.D.","Doctoral or Professional Degree (i.e., Ph.D., M.D., J.D.)",Slightly Favor,Strongly Oppose,Slightly Favor,Strongly Oppose,Strongly Favor,Strongly Favor,Strongly Favor,Strongly Favor,Strongly Oppose,Strongly Oppose,Strongly Oppose,Strongly Oppose,Strongly Favor,Strongly Favor,Strongly Favor,Strongly Favor,Neutral,,,,,,"Top political candidates ",Successful bussinessmen/women,Professional athletes,7,A,Slightly Agree,Slightly Agree,Slightly Agree,Slightly Disagree,Strongly Disagree,Strongly Agree,Slightly Disagree,Slightly Disagree,Slightly Agree,Moderately Agree,Neutral,Moderately Disagree,Strongly Disagree,Strongly Agree,Moderately Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Neutral,100,100,100,100,100,100,100,100,100,C,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Disagree,Neutral,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Disagree,Slightly Agree,Strongly Disagree,Strongly Agree,Strongly Disagree,Slightly Disagree,234,LowSESManipulation,SDO,WPS,WG,MRS
2022-10-01 20:03:11,2022-10-01 20:07:03,IP Address,173.81.195.94,6,231,False,2022-10-08 20:07:05,R_2D14X62kM6QXGJi,,,,,,,anonymous,EN,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,
